fighter_url,fight_url,referee,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Rev.,Ctrl
http://ufcstats.com/fighter-details/881bf86d4cba8578,http://ufcstats.com/fight-details/5bcd8abf6da01dae,Marc Goddard,0,81 of 162,50%,89 of 170,0 of 0,---,0,0,0:29
http://ufcstats.com/fighter-details/4126a78111c0855a,http://ufcstats.com/fight-details/5bcd8abf6da01dae,Marc Goddard,0,66 of 166,39%,89 of 190,0 of 5,0%,0,0,1:20
http://ufcstats.com/fighter-details/c2299ec916bc7c56,http://ufcstats.com/fight-details/d14fea43712707f0,Herb Dean,0,17 of 38,44%,37 of 61,3 of 10,30%,1,0,4:38
http://ufcstats.com/fighter-details/9c393e836a852f30,http://ufcstats.com/fight-details/d14fea43712707f0,Herb Dean,0,5 of 17,29%,6 of 18,0 of 0,---,0,0,0:34
http://ufcstats.com/fighter-details/476fe566d2df676e,http://ufcstats.com/fight-details/0149e875b31e57f8,Marc Goddard,0,22 of 36,61%,29 of 44,0 of 0,---,0,0,1:50
http://ufcstats.com/fighter-details/eabf206b162b3b83,http://ufcstats.com/fight-details/0149e875b31e57f8,Marc Goddard,0,6 of 14,42%,30 of 39,0 of 2,0%,0,0,0:45
http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,http://ufcstats.com/fight-details/69b31593175f77ec,Rich Mitchell,1,38 of 99,38%,40 of 101,0 of 1,0%,0,0,0:21
http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,http://ufcstats.com/fight-details/69b31593175f77ec,Rich Mitchell,1,57 of 136,41%,67 of 147,2 of 2,100%,1,0,3:41
http://ufcstats.com/fighter-details/1d2d98ddd05b38fb,http://ufcstats.com/fight-details/a47123ae6e048f11,Herb Dean,1,45 of 105,42%,52 of 114,1 of 4,25%,0,0,3:05
http://ufcstats.com/fighter-details/f748267c4ab6c127,http://ufcstats.com/fight-details/a47123ae6e048f11,Herb Dean,0,33 of 135,24%,48 of 156,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/e1d40e8782d80bc2,http://ufcstats.com/fight-details/b53031bf4bd0a330,Lukasz Bosacki,0,49 of 114,42%,66 of 132,2 of 2,100%,0,0,0:57
http://ufcstats.com/fighter-details/92aed9d16794f42b,http://ufcstats.com/fight-details/b53031bf4bd0a330,Lukasz Bosacki,0,34 of 96,35%,54 of 116,2 of 6,33%,0,0,4:36
http://ufcstats.com/fighter-details/46e2011d92463b7e,http://ufcstats.com/fight-details/4080b4310d82b42d,Patricio Carlos,0,17 of 43,39%,21 of 49,2 of 4,50%,0,0,3:28
http://ufcstats.com/fighter-details/49edd0d90f60fb7d,http://ufcstats.com/fight-details/4080b4310d82b42d,Patricio Carlos,0,5 of 14,35%,11 of 22,0 of 0,---,0,0,0:03
http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,http://ufcstats.com/fight-details/23dbe713c4294c66,Marc Goddard,0,4 of 9,44%,8 of 15,0 of 0,---,0,0,1:18
http://ufcstats.com/fighter-details/7d8435c56043b0ae,http://ufcstats.com/fight-details/23dbe713c4294c66,Marc Goddard,1,13 of 28,46%,15 of 30,0 of 0,---,0,0,0:08
http://ufcstats.com/fighter-details/2dbc60c52de126d8,http://ufcstats.com/fight-details/5cd2dd6075fadcce,Herb Dean,0,8 of 23,34%,8 of 23,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/ec13c393d029297d,http://ufcstats.com/fight-details/5cd2dd6075fadcce,Herb Dean,1,24 of 40,60%,24 of 40,0 of 0,---,0,0,0:13
http://ufcstats.com/fighter-details/8b6e5dc2ba1edbe7,http://ufcstats.com/fight-details/420211200a35c1d1,Rich Mitchell,0,25 of 48,52%,25 of 48,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/31dbfbe4e7a6727c,http://ufcstats.com/fight-details/420211200a35c1d1,Rich Mitchell,0,18 of 38,47%,18 of 38,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/0c6d9ea8306c029e,http://ufcstats.com/fight-details/b3253e2c2d111030,Lukasz Bosacki,0,42 of 102,41%,50 of 111,1 of 3,33%,0,0,1:22
http://ufcstats.com/fighter-details/f96856f9d69fd7e4,http://ufcstats.com/fight-details/b3253e2c2d111030,Lukasz Bosacki,1,68 of 138,49%,77 of 149,1 of 1,100%,0,0,1:22
http://ufcstats.com/fighter-details/2caf993f53541fa1,http://ufcstats.com/fight-details/d56a59a4c79cf515,Patricio Carlos,0,5 of 19,26%,5 of 19,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/8f765fd5775a8873,http://ufcstats.com/fight-details/d56a59a4c79cf515,Patricio Carlos,0,23 of 42,54%,23 of 42,0 of 0,---,0,0,0:04
http://ufcstats.com/fighter-details/9c442aaf149ea982,http://ufcstats.com/fight-details/a38010639e61885c,Lukasz Bosacki,0,13 of 38,34%,42 of 68,0 of 1,0%,0,0,0:00
http://ufcstats.com/fighter-details/e94085e821bd81de,http://ufcstats.com/fight-details/a38010639e61885c,Lukasz Bosacki,0,21 of 46,45%,55 of 84,2 of 3,66%,1,0,5:29
http://ufcstats.com/fighter-details/c21f26bbde777573,http://ufcstats.com/fight-details/2eecf0c36192e40c,Marc Goddard,1,50 of 67,74%,51 of 70,0 of 2,0%,0,0,1:20
http://ufcstats.com/fighter-details/8a65fd9ba31fd3f7,http://ufcstats.com/fight-details/2eecf0c36192e40c,Marc Goddard,0,20 of 47,42%,28 of 59,0 of 0,---,0,0,1:21
http://ufcstats.com/fighter-details/def8166ff24bd237,http://ufcstats.com/fight-details/58080e8989927500,Herb Dean,0,55 of 174,31%,100 of 225,0 of 2,0%,0,0,0:08
http://ufcstats.com/fighter-details/cb696ebfb6598724,http://ufcstats.com/fight-details/58080e8989927500,Herb Dean,0,124 of 227,54%,153 of 262,3 of 6,50%,0,0,3:55
http://ufcstats.com/fighter-details/f14cf73e51b29254,http://ufcstats.com/fight-details/5538d15c4eeac3b3,Marc Goddard,0,61 of 133,45%,63 of 136,0 of 3,0%,0,0,0:08
http://ufcstats.com/fighter-details/fc08099550072fe4,http://ufcstats.com/fight-details/5538d15c4eeac3b3,Marc Goddard,0,45 of 117,38%,45 of 117,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,http://ufcstats.com/fight-details/ce6bd165bef82bd7,Vitor Ribeiro,0,73 of 129,56%,91 of 150,0 of 5,0%,0,0,0:17
http://ufcstats.com/fighter-details/34b96d52db1d26e6,http://ufcstats.com/fight-details/ce6bd165bef82bd7,Vitor Ribeiro,0,16 of 44,36%,23 of 51,0 of 5,0%,0,0,3:29
http://ufcstats.com/fighter-details/7498b3ac79a3b948,http://ufcstats.com/fight-details/1452c20d964c0a63,Marc Goddard,0,27 of 38,71%,31 of 42,1 of 3,33%,0,0,3:11
http://ufcstats.com/fighter-details/4729c93ba705a3bf,http://ufcstats.com/fight-details/1452c20d964c0a63,Marc Goddard,0,2 of 3,66%,11 of 12,0 of 1,0%,0,0,0:08
http://ufcstats.com/fighter-details/8c1ca54b5089d199,http://ufcstats.com/fight-details/0b1460c666e66d39,Herb Dean,0,66 of 150,44%,79 of 166,0 of 7,0%,0,0,0:12
http://ufcstats.com/fighter-details/b2a78df161bd67f9,http://ufcstats.com/fight-details/0b1460c666e66d39,Herb Dean,0,112 of 200,56%,131 of 221,3 of 6,50%,0,0,3:51
http://ufcstats.com/fighter-details/814e5233e2acf2ee,http://ufcstats.com/fight-details/1ab1ed99a4bc5494,Jim Perdios,1,44 of 81,54%,52 of 89,1 of 5,20%,0,0,0:32
http://ufcstats.com/fighter-details/bb2c3c3a466224af,http://ufcstats.com/fight-details/1ab1ed99a4bc5494,Jim Perdios,0,59 of 120,49%,60 of 121,1 of 2,50%,1,1,0:59
http://ufcstats.com/fighter-details/a13d755965a4ec9f,http://ufcstats.com/fight-details/f55749e32ce5c6f3,Vitor Ribeiro,0,101 of 197,51%,104 of 201,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed,http://ufcstats.com/fight-details/f55749e32ce5c6f3,Vitor Ribeiro,0,75 of 226,33%,77 of 228,2 of 12,16%,0,0,1:02
http://ufcstats.com/fighter-details/595db60957de51d3,http://ufcstats.com/fight-details/130e622d4d2aee3e,Marc Goddard,0,2 of 4,50%,2 of 4,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/d6c0cdd7e467c440,http://ufcstats.com/fight-details/130e622d4d2aee3e,Marc Goddard,1,5 of 8,62%,7 of 12,0 of 0,---,0,0,0:07
http://ufcstats.com/fighter-details/3f11fd1751fa83b1,http://ufcstats.com/fight-details/f0b7caa90faf47e5,Herb Dean,2,13 of 18,72%,17 of 23,0 of 0,---,0,0,0:06
http://ufcstats.com/fighter-details/7b3503352cd53abb,http://ufcstats.com/fight-details/f0b7caa90faf47e5,Herb Dean,0,0 of 2,0%,0 of 2,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/86bace9e4ad85542,http://ufcstats.com/fight-details/2f6065fe0804d1d8,Jim Perdios,0,68 of 214,31%,81 of 229,0 of 0,---,0,0,0:20
http://ufcstats.com/fighter-details/a474aade8eb3a8f0,http://ufcstats.com/fight-details/2f6065fe0804d1d8,Jim Perdios,0,58 of 110,52%,66 of 120,0 of 6,0%,0,0,0:07
http://ufcstats.com/fighter-details/02f484417a6fa69d,http://ufcstats.com/fight-details/7fc5f1dc2df84ac7,Vitor Ribeiro,1,2 of 9,22%,3 of 10,0 of 0,---,2,1,1:10
http://ufcstats.com/fighter-details/709fadb644ee3f51,http://ufcstats.com/fight-details/7fc5f1dc2df84ac7,Vitor Ribeiro,0,7 of 11,63%,13 of 19,1 of 1,100%,0,0,0:18
http://ufcstats.com/fighter-details/0d7b51c9d2649a6e,http://ufcstats.com/fight-details/12cedec11b37ddc0,Marc Goddard,0,13 of 29,44%,45 of 68,1 of 1,100%,1,0,0:53
http://ufcstats.com/fighter-details/767755fd74662dbf,http://ufcstats.com/fight-details/12cedec11b37ddc0,Marc Goddard,0,37 of 47,78%,529 of 567,12 of 17,70%,0,0,21:40
http://ufcstats.com/fighter-details/396fe87b84ac2e1c,http://ufcstats.com/fight-details/9fa6a029f7f8241c,Herb Dean,1,8 of 16,50%,8 of 16,0 of 0,---,1,0,0:00
http://ufcstats.com/fighter-details/5537efc6e496dd84,http://ufcstats.com/fight-details/9fa6a029f7f8241c,Herb Dean,0,13 of 29,44%,13 of 30,2 of 3,66%,0,0,2:01
http://ufcstats.com/fighter-details/b997be68943010fc,http://ufcstats.com/fight-details/42585ce706c086de,Jason Herzog,0,25 of 49,51%,26 of 50,0 of 1,0%,0,0,0:15
http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,http://ufcstats.com/fight-details/42585ce706c086de,Jason Herzog,1,32 of 60,53%,32 of 60,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/13a0275fa13c4d26,http://ufcstats.com/fight-details/9939d7073462e07e,Marc Goddard,0,20 of 57,35%,46 of 88,2 of 7,28%,0,0,8:14
http://ufcstats.com/fighter-details/a67d071163962af8,http://ufcstats.com/fight-details/9939d7073462e07e,Marc Goddard,0,29 of 55,52%,36 of 64,0 of 1,0%,0,0,0:01
http://ufcstats.com/fighter-details/c96d9178c9ed9e62,http://ufcstats.com/fight-details/82338ba457fbe87f,Robert Madrigal,0,27 of 71,38%,42 of 88,2 of 3,66%,2,0,1:54
http://ufcstats.com/fighter-details/d33da8a3d82bdb62,http://ufcstats.com/fight-details/82338ba457fbe87f,Robert Madrigal,0,21 of 87,24%,38 of 104,0 of 0,---,0,0,0:01
http://ufcstats.com/fighter-details/d1feea7a4bdcd503,http://ufcstats.com/fight-details/5efd13a12be06706,Jason Herzog,0,36 of 62,58%,59 of 89,2 of 7,28%,1,0,3:19
http://ufcstats.com/fighter-details/64b12fe31be7560c,http://ufcstats.com/fight-details/5efd13a12be06706,Jason Herzog,0,22 of 56,39%,24 of 58,0 of 1,0%,0,0,0:17
http://ufcstats.com/fighter-details/6ac9bc2953c47345,http://ufcstats.com/fight-details/5b880d10b0ed7acc,Herb Dean,0,3 of 16,18%,3 of 16,0 of 3,0%,0,0,0:00
http://ufcstats.com/fighter-details/0d65c432720accb9,http://ufcstats.com/fight-details/5b880d10b0ed7acc,Herb Dean,1,23 of 51,45%,23 of 51,0 of 0,---,0,0,0:22
http://ufcstats.com/fighter-details/6a1901c62ab3870f,http://ufcstats.com/fight-details/a2eafd9e1d5031b1,Nick Cimmarusti,0,90 of 287,31%,97 of 297,0 of 1,0%,0,0,0:17
http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,http://ufcstats.com/fight-details/a2eafd9e1d5031b1,Nick Cimmarusti,0,107 of 213,50%,119 of 226,1 of 14,7%,0,0,1:33
http://ufcstats.com/fighter-details/971246648e162f0d,http://ufcstats.com/fight-details/1d8dc0fb5d47357f,Jason Herzog,0,20 of 82,24%,20 of 82,0 of 2,0%,0,0,0:05
http://ufcstats.com/fighter-details/262a7d06203657e6,http://ufcstats.com/fight-details/1d8dc0fb5d47357f,Jason Herzog,1,17 of 38,44%,18 of 39,0 of 0,---,0,0,0:02
http://ufcstats.com/fighter-details/64a50dad704d1d49,http://ufcstats.com/fight-details/bc63f1b2e52f603e,Marc Goddard,0,71 of 120,59%,73 of 122,0 of 0,---,0,0,3:50
http://ufcstats.com/fighter-details/7cbf7c78d3b34218,http://ufcstats.com/fight-details/bc63f1b2e52f603e,Marc Goddard,0,53 of 102,51%,147 of 209,0 of 2,0%,0,0,2:33
http://ufcstats.com/fighter-details/9d62c2d8ee151f08,http://ufcstats.com/fight-details/88020d22cf905792,Robert Madrigal,0,26 of 70,37%,90 of 154,1 of 3,33%,2,1,2:23
http://ufcstats.com/fighter-details/27b388f0aab49780,http://ufcstats.com/fight-details/88020d22cf905792,Robert Madrigal,0,31 of 87,35%,67 of 132,3 of 4,75%,1,1,5:18
http://ufcstats.com/fighter-details/30cad5a751adcb48,http://ufcstats.com/fight-details/68c423c7119004f3,Nick Cimmarusti,0,28 of 56,50%,50 of 82,0 of 1,0%,0,1,1:04
http://ufcstats.com/fighter-details/2fe9032955c2e013,http://ufcstats.com/fight-details/68c423c7119004f3,Nick Cimmarusti,0,29 of 63,46%,44 of 86,2 of 5,40%,2,0,3:38
http://ufcstats.com/fighter-details/327d5f279895110d,http://ufcstats.com/fight-details/68fe62bac7fd8bb0,Herb Dean,0,36 of 107,33%,39 of 110,0 of 1,0%,0,0,0:45
http://ufcstats.com/fighter-details/093e1f5bb73850be,http://ufcstats.com/fight-details/68fe62bac7fd8bb0,Herb Dean,0,91 of 152,59%,120 of 187,9 of 11,81%,1,0,7:48
http://ufcstats.com/fighter-details/32ab52e5de93092d,http://ufcstats.com/fight-details/37d58369782cb86b,Mark Smith,0,20 of 53,37%,39 of 82,3 of 10,30%,1,0,4:47
http://ufcstats.com/fighter-details/6d68c1afe954f121,http://ufcstats.com/fight-details/37d58369782cb86b,Mark Smith,0,35 of 74,47%,47 of 89,1 of 2,50%,0,1,1:09
http://ufcstats.com/fighter-details/abcf2cc6efc42031,http://ufcstats.com/fight-details/646c79a7ecd12e5f,Chris Tognoni,0,72 of 151,47%,100 of 187,3 of 7,42%,0,0,5:37
http://ufcstats.com/fighter-details/f0feeb2192937424,http://ufcstats.com/fight-details/646c79a7ecd12e5f,Chris Tognoni,0,64 of 110,58%,80 of 129,0 of 5,0%,1,0,1:19
http://ufcstats.com/fighter-details/8fd808923cffff82,http://ufcstats.com/fight-details/98d6771af9b0ebe5,Mike Beltran,0,64 of 182,35%,74 of 193,3 of 5,60%,0,0,1:42
http://ufcstats.com/fighter-details/5ec591b78349ba7e,http://ufcstats.com/fight-details/98d6771af9b0ebe5,Mike Beltran,0,83 of 174,47%,95 of 190,1 of 7,14%,0,0,1:35
http://ufcstats.com/fighter-details/46e0d677f91bacc0,http://ufcstats.com/fight-details/ed5383b50ffcdded,Herb Dean,0,83 of 184,45%,89 of 191,5 of 8,62%,0,0,3:12
http://ufcstats.com/fighter-details/ffd3224638c01b57,http://ufcstats.com/fight-details/ed5383b50ffcdded,Herb Dean,0,95 of 233,40%,109 of 249,0 of 3,0%,2,1,0:56
http://ufcstats.com/fighter-details/cad24459b28592ca,http://ufcstats.com/fight-details/75a84211f50c53f5,Mark Smith,0,7 of 12,58%,18 of 24,1 of 3,33%,0,0,1:18
http://ufcstats.com/fighter-details/a93f94c923c3a9cb,http://ufcstats.com/fight-details/75a84211f50c53f5,Mark Smith,1,24 of 43,55%,27 of 46,0 of 0,---,0,0,0:39
http://ufcstats.com/fighter-details/6add18754930182b,http://ufcstats.com/fight-details/3d6571790c21527c,Mike Beltran,1,44 of 62,70%,96 of 120,6 of 10,60%,0,0,11:46
http://ufcstats.com/fighter-details/09a4447655fd4b7b,http://ufcstats.com/fight-details/3d6571790c21527c,Mike Beltran,0,19 of 42,45%,30 of 54,0 of 0,---,0,0,0:27
http://ufcstats.com/fighter-details/7478b7f959ba61f5,http://ufcstats.com/fight-details/ae7a8f19743e8154,Chris Tognoni,0,37 of 46,80%,61 of 74,0 of 0,---,0,1,3:49
http://ufcstats.com/fighter-details/148bb103cfbf123e,http://ufcstats.com/fight-details/ae7a8f19743e8154,Chris Tognoni,0,0 of 0,---,2 of 2,1 of 1,100%,1,1,0:05
http://ufcstats.com/fighter-details/f9ab66e67240db7b,http://ufcstats.com/fight-details/aef44145740741b3,Herb Dean,1,26 of 44,59%,26 of 44,0 of 2,0%,0,0,0:01
http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,http://ufcstats.com/fight-details/aef44145740741b3,Herb Dean,0,18 of 50,36%,18 of 50,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/681399317dbf4701,http://ufcstats.com/fight-details/7d923267c44dd93b,Mark Smith,1,5 of 9,55%,6 of 10,0 of 0,---,0,0,0:01
http://ufcstats.com/fighter-details/b12fb759e02378de,http://ufcstats.com/fight-details/7d923267c44dd93b,Mark Smith,1,5 of 10,50%,5 of 10,0 of 0,---,0,0,0:02
http://ufcstats.com/fighter-details/a6eb54ae17a551be,http://ufcstats.com/fight-details/6ef50ed03b116b60,Mike Beltran,0,59 of 114,51%,59 of 114,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,http://ufcstats.com/fight-details/6ef50ed03b116b60,Mike Beltran,0,61 of 161,37%,64 of 167,0 of 6,0%,0,0,1:14
http://ufcstats.com/fighter-details/f14f644d41ade29f,http://ufcstats.com/fight-details/857e8facd8ff7c36,Chris Tognoni,0,31 of 65,47%,43 of 78,3 of 7,42%,0,0,5:28
http://ufcstats.com/fighter-details/9508cc6184cb2450,http://ufcstats.com/fight-details/857e8facd8ff7c36,Chris Tognoni,0,26 of 72,36%,54 of 102,0 of 0,---,0,0,3:12
http://ufcstats.com/fighter-details/4461d7e47375a895,http://ufcstats.com/fight-details/282c8c6c1ed82bfb,Mark Smith,1,7 of 11,63%,13 of 20,4 of 5,80%,1,0,4:41
http://ufcstats.com/fighter-details/b671bdf981ad527d,http://ufcstats.com/fight-details/282c8c6c1ed82bfb,Mark Smith,0,3 of 9,33%,15 of 21,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/849c5d9979df5357,http://ufcstats.com/fight-details/426a69e343822ab3,Kerry Hatley,0,114 of 267,42%,123 of 278,2 of 6,33%,0,0,1:23
http://ufcstats.com/fighter-details/fd406a32a6fb3a29,http://ufcstats.com/fight-details/426a69e343822ab3,Kerry Hatley,0,92 of 222,41%,95 of 225,0 of 1,0%,0,0,0:27
http://ufcstats.com/fighter-details/48a9a128784d53d1,http://ufcstats.com/fight-details/878941394f9e3538,Chris Tognoni,0,118 of 250,47%,123 of 256,0 of 9,0%,0,0,0:00
http://ufcstats.com/fighter-details/323d4ca260dfa0ba,http://ufcstats.com/fight-details/878941394f9e3538,Chris Tognoni,0,122 of 281,43%,123 of 284,0 of 0,---,0,0,1:02
http://ufcstats.com/fighter-details/351c4ec637380ad5,http://ufcstats.com/fight-details/c62ed8a6002b5360,Kerry Hatley,0,33 of 58,56%,190 of 224,2 of 3,66%,2,0,11:25
http://ufcstats.com/fighter-details/f2b3f4ef3f780168,http://ufcstats.com/fight-details/c62ed8a6002b5360,Kerry Hatley,0,27 of 47,57%,75 of 98,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,http://ufcstats.com/fight-details/ac57250e3de89d5d,Mark Smith,0,42 of 67,62%,80 of 113,2 of 3,66%,0,0,1:19
http://ufcstats.com/fighter-details/8adcbd525fab8d9b,http://ufcstats.com/fight-details/ac57250e3de89d5d,Mark Smith,0,20 of 42,47%,42 of 69,1 of 5,20%,0,0,4:40
http://ufcstats.com/fighter-details/d964a59c48381cb6,http://ufcstats.com/fight-details/111e66eb922449e4,Chris Tognoni,0,69 of 164,42%,73 of 168,1 of 9,11%,0,0,0:22
http://ufcstats.com/fighter-details/239d8e5359022f3b,http://ufcstats.com/fight-details/111e66eb922449e4,Chris Tognoni,0,90 of 229,39%,90 of 230,2 of 5,40%,0,0,1:14
http://ufcstats.com/fighter-details/d8c811df0386d5e8,http://ufcstats.com/fight-details/eeeffa7f514e0c0e,Kerry Hatley,1,12 of 19,63%,12 of 19,0 of 0,---,0,0,0:02
http://ufcstats.com/fighter-details/a2d342ffc83913ed,http://ufcstats.com/fight-details/eeeffa7f514e0c0e,Kerry Hatley,0,3 of 7,42%,3 of 7,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/260e9e0d4954aea6,http://ufcstats.com/fight-details/45781930d64da456,Mark Smith,0,89 of 159,55%,96 of 169,1 of 14,7%,0,0,3:14
http://ufcstats.com/fighter-details/147e70aa6cc48cfc,http://ufcstats.com/fight-details/45781930d64da456,Mark Smith,0,41 of 114,35%,50 of 125,0 of 0,---,0,0,0:02
http://ufcstats.com/fighter-details/7eaa5e31c2dd86aa,http://ufcstats.com/fight-details/b3c695728e177fd4,Chris Tognoni,0,10 of 21,47%,19 of 33,4 of 7,57%,1,0,4:45
http://ufcstats.com/fighter-details/22e07d3da1aa3475,http://ufcstats.com/fight-details/b3c695728e177fd4,Chris Tognoni,1,23 of 31,74%,30 of 38,0 of 0,---,0,0,0:02
http://ufcstats.com/fighter-details/d3f89fa685bd8420,http://ufcstats.com/fight-details/07c2af68b6dbc4ec,Mark Smith,0,2 of 7,28%,48 of 67,1 of 1,100%,1,0,2:53
http://ufcstats.com/fighter-details/450bcab0968562c4,http://ufcstats.com/fight-details/07c2af68b6dbc4ec,Mark Smith,0,0 of 5,0%,2 of 9,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/83455a9d17f57dae,http://ufcstats.com/fight-details/b47db03affb279c3,Kerry Hatley,0,33 of 70,47%,128 of 204,5 of 9,55%,0,0,10:42
http://ufcstats.com/fighter-details/53c10176e3bc7416,http://ufcstats.com/fight-details/b47db03affb279c3,Kerry Hatley,0,26 of 56,46%,38 of 75,0 of 1,0%,2,0,0:03
http://ufcstats.com/fighter-details/e375cb5caf4717b6,http://ufcstats.com/fight-details/d98d6b2c13557a87,Chris Tognoni,0,64 of 150,42%,81 of 171,7 of 10,70%,0,0,4:36
http://ufcstats.com/fighter-details/8bd4200561c77a62,http://ufcstats.com/fight-details/d98d6b2c13557a87,Chris Tognoni,0,56 of 103,54%,86 of 139,0 of 3,0%,0,0,1:41
http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,http://ufcstats.com/fight-details/6b8be0ee3e569ad2,Marc Goddard,1,66 of 142,46%,70 of 146,0 of 0,---,0,0,0:36
http://ufcstats.com/fighter-details/d549cefc7c54ab78,http://ufcstats.com/fight-details/6b8be0ee3e569ad2,Marc Goddard,0,67 of 145,46%,192 of 282,2 of 15,13%,0,0,9:06
http://ufcstats.com/fighter-details/d661ce4da776fc20,http://ufcstats.com/fight-details/d4d4ee045b0ca695,Daniel Movahedi,0,81 of 146,55%,130 of 202,1 of 3,33%,0,0,3:11
http://ufcstats.com/fighter-details/c0ac37a4a1133da9,http://ufcstats.com/fight-details/d4d4ee045b0ca695,Daniel Movahedi,0,64 of 170,37%,66 of 173,0 of 4,0%,0,0,0:30
http://ufcstats.com/fighter-details/06734ca9d88dec3a,http://ufcstats.com/fight-details/582d66ce97309e29,Jim Perdios,0,93 of 142,65%,103 of 153,0 of 1,0%,0,0,0:57
http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,http://ufcstats.com/fight-details/582d66ce97309e29,Jim Perdios,0,39 of 77,50%,60 of 100,2 of 6,33%,0,0,4:30
http://ufcstats.com/fighter-details/8d3273573b85be09,http://ufcstats.com/fight-details/887c61da1a78a5e1,Jason Herzog,0,22 of 42,52%,55 of 90,7 of 16,43%,2,0,9:26
http://ufcstats.com/fighter-details/88be62d6c1e6dadb,http://ufcstats.com/fight-details/887c61da1a78a5e1,Jason Herzog,0,26 of 45,57%,118 of 151,1 of 1,100%,2,0,0:56
http://ufcstats.com/fighter-details/1091d4d957141094,http://ufcstats.com/fight-details/77f960d82cda0b76,Marc Goddard,0,16 of 34,47%,16 of 34,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,http://ufcstats.com/fight-details/77f960d82cda0b76,Marc Goddard,1,23 of 43,53%,28 of 48,0 of 0,---,0,0,0:17
http://ufcstats.com/fighter-details/d9c6f19f958643e9,http://ufcstats.com/fight-details/e72c691b7c68b03a,Jim Perdios,0,13 of 20,65%,39 of 51,3 of 9,33%,0,1,9:44
http://ufcstats.com/fighter-details/0fd5f4b838e890cc,http://ufcstats.com/fight-details/e72c691b7c68b03a,Jim Perdios,1,20 of 32,62%,100 of 126,0 of 0,---,1,2,3:13
http://ufcstats.com/fighter-details/447f9858ae78f921,http://ufcstats.com/fight-details/7c075e3383198e14,Daniel Movahedi,1,3 of 9,33%,3 of 9,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/28d421729451c8ca,http://ufcstats.com/fight-details/7c075e3383198e14,Daniel Movahedi,0,5 of 9,55%,5 of 9,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/113df4fde64735c6,http://ufcstats.com/fight-details/017a825c7820d12e,Jason Herzog,0,66 of 130,50%,66 of 133,0 of 0,---,0,0,0:19
http://ufcstats.com/fighter-details/da22387a0407a2dc,http://ufcstats.com/fight-details/017a825c7820d12e,Jason Herzog,0,33 of 74,44%,36 of 78,1 of 5,20%,1,0,3:52
http://ufcstats.com/fighter-details/beecb672a279223e,http://ufcstats.com/fight-details/3e6067763978d862,Daniel Movahedi,0,30 of 72,41%,77 of 122,1 of 3,33%,0,0,0:18
http://ufcstats.com/fighter-details/d25240135aee03e5,http://ufcstats.com/fight-details/3e6067763978d862,Daniel Movahedi,0,34 of 76,44%,82 of 140,1 of 4,25%,0,0,4:11
http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,http://ufcstats.com/fight-details/f9dac7702609669f,Jim Perdios,0,28 of 78,35%,29 of 80,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/07a74004d964c7f4,http://ufcstats.com/fight-details/f9dac7702609669f,Jim Perdios,0,35 of 68,51%,35 of 68,0 of 3,0%,0,0,0:00
http://ufcstats.com/fighter-details/3753714927f18437,http://ufcstats.com/fight-details/23ddf51ce630028d,Jason Herzog,0,57 of 151,37%,60 of 154,0 of 4,0%,0,0,0:05
http://ufcstats.com/fighter-details/69037fc7730e4225,http://ufcstats.com/fight-details/23ddf51ce630028d,Jason Herzog,6,92 of 174,52%,108 of 194,0 of 0,---,0,0,2:43
